y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
4,10420,0,16,38,21,13,0,31,0,0
3,10420,0,16,30,21,20,0,31,0,0
2,10420,0,16,38,14,16,0,32,0,0
1,10420,0,16,56,8,11,0,29,0,0
0,10420,0,0,36,12,11,0,36,0,2
-1,10420,0,0,36,7,12,0,35,0,15
-2,10420,0,0,36,7,12,0,28,0,15
-3,10420,0,0,18,27,11,0,31,0,15
-4,10420,0,0,10,24,3,0,34,0,10
-5,10420,0,0,0,32,0,13,42,0,10
-6,10420,0,0,0,32,0,13,24,0,0
-7,10420,0,0,0,26,2,13,8,0,0
-8,10420,0,0,0,21,3,7,8,0,0
-9,10420,0,0,0,15,3,7,16,0,3
-10,10420,0,0,0,5,2,0,8,0,7
-11,10420,0,0,0,10,2,0,8,0,10
-12,10420,0,0,0,10,0,0,19,0,10
-13,10420,0,0,0,19,0,0,27,0,7
-14,10420,0,0,0,11,4,0,26,0,7
-15,10420,0,0,0,9,11,8,33,0,3
-16,10420,0,0,0,6,14,8,20,0,7
-17,10420,0,0,0,16,18,12,23,0,7
-18,10420,0,0,0,10,14,12,16,0,10
-19,10420,0,0,0,10,23,12,53,0,9
-20,10420,0,0,0,10,16,4,60,0,5
-21,10420,0,0,0,10,21,0,44,0,9
-22,10420,0,0,0,24,13,8,30,0,7
-23,10420,0,0,0,14,18,8,28,0,2
-24,10420,0,0,0,25,12,13,20,0,2
-25,10420,0,0,0,23,15,13,0,0,0
-26,10420,0,0,0,13,10,8,7,0,0
-27,10420,14,0,0,25,6,0,19,0,2
-28,10420,49,0,0,15,12,4,19,0,2
-29,10420,104,0,0,11,13,9,22,0,0
-30,10420,168,0,0,11,10,5,22,0,3
-31,10420,234,0,0,10,10,5,26,0,3
-32,10420,267,0,0,10,7,10,12,0,2
-33,10420,247,0,0,11,0,11,12,0,2
-34,10420,214,0,0,13,0,10,12,0,2
-35,10420,166,0,0,27,0,6,20,0,6
-36,10420,116,0,0,20,0,14,10,0,4
-37,10420,85,0,0,19,0,16,10,0,9
-38,10420,73,0,0,14,0,16,10,0,9
-39,10420,87,0,0,14,6,16,10,0,5
-40,10420,98,0,0,2,6,24,0,0,5
-41,10420,96,0,0,5,0,22,0,0,7
-42,10420,72,0,0,3,0,41,0,0,5
-43,10420,24,0,0,5,0,33,0,0,7
-44,10420,0,0,0,11,0,46,0,0,8
-45,10420,0,0,0,11,0,35,0,0,2
-46,10420,0,0,0,7,0,24,0,0,2
-47,10420,0,0,0,12,1,10,0,0,2
-48,10420,0,0,0,5,2,15,0,0,2
-49,10420,0,0,0,5,6,10,0,0,0
-50,10420,0,0,0,2,6,7,0,0,0
-51,10420,0,0,0,0,2,21,0,0,3
-52,10420,0,0,0,4,4,31,8,0,3
-53,10420,0,0,0,4,4,36,8,0,3
-54,10420,170,0,0,6,2,40,8,0,0
-55,10420,699,0,0,6,2,36,8,0,0
-56,10420,1259,0,0,2,0,40,0,0,2
-57,10420,1549,0,0,0,2,43,5,0,2
-58,10420,1634,0,0,3,2,47,5,0,0
-59,10420,1423,0,0,3,6,29,0,0,1
