y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-16,10420,0,0,0,104,17,13,13,0,2
-17,10420,0,0,0,104,8,13,9,0,2
-18,10420,0,0,0,88,7,11,16,0,6
-19,10420,627,0,0,86,15,6,16,0,6
-20,10420,2298,0,0,79,10,6,16,0,3
-21,10420,4098,0,0,86,8,0,14,0,3
-22,10420,5176,0,0,31,8,3,16,0,0
-23,10420,5676,0,0,27,9,3,16,0,0
-24,10420,5165,0,0,13,1,11,21,0,0
-25,10420,3645,0,0,22,4,19,27,0,0
-26,10420,2197,0,0,22,4,19,27,0,2
-27,10420,1159,0,0,24,3,16,29,0,2
-28,10420,561,0,0,11,3,21,27,0,0
-29,10420,272,0,0,11,0,17,30,0,0
-30,10420,80,0,0,7,0,9,20,0,0
-31,10420,0,0,0,8,1,4,16,0,0
-32,10420,0,0,0,5,7,4,8,0,0
-33,10420,0,0,0,7,7,8,8,0,0
-34,10420,0,0,0,7,1,8,8,0,0
-35,10420,0,0,0,56,0,12,8,0,0
-36,10420,0,0,0,57,0,21,8,0,0
-37,10420,0,0,0,55,0,17,16,0,0
-38,10420,0,0,0,185,0,22,8,0,0
-39,10420,0,0,0,185,0,14,8,0,2
-40,10420,0,0,0,176,0,5,0,0,2
-41,10420,0,0,0,45,0,6,8,0,2
-42,10420,0,0,0,48,2,6,8,0,0
-43,10420,0,0,0,131,2,16,8,0,5
-44,10420,0,0,0,126,0,16,8,0,5
-45,10420,0,0,0,126,0,24,8,0,4
-46,10420,0,0,0,579,7,55,6,0,8
-47,10420,0,0,0,584,8,59,6,0,8
-48,10420,0,0,0,578,8,78,6,0,6
-49,10420,0,0,0,576,8,112,6,0,10
-50,10420,0,0,0,580,8,113,0,0,10
-51,10420,0,0,0,582,7,105,3,0,6
-52,10420,0,0,0,575,9,86,3,0,10
-53,10420,0,0,0,593,9,76,9,0,8
-54,10420,85,0,0,595,8,76,6,0,7
-55,10420,370,0,0,597,11,69,6,0,7
-56,10420,688,0,0,607,12,66,6,0,10
-57,10420,827,0,0,525,10,74,6,0,7
-58,10420,826,0,0,524,10,74,0,0,8
-59,10420,741,0,0,522,11,81,6,0,8
