y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-42,10420,96,0,0,0,0,38,6,0,3
-43,10420,273,0,0,0,1,37,9,0,2
-44,10420,340,0,0,7,1,44,9,0,2
-45,10420,196,0,0,7,1,57,19,0,2
-46,10420,35,0,0,7,1,51,19,0,2
-47,10420,2,0,0,7,0,24,10,0,0
-48,10420,0,0,0,4,1,19,10,0,0
-49,10420,0,0,0,4,1,28,10,0,0
-50,10420,0,0,0,4,5,29,5,0,3
-51,10420,0,0,0,6,5,29,5,0,3
-52,10420,0,0,0,13,6,44,5,0,3
-53,10420,0,0,0,14,6,45,5,0,4
-54,10420,108,0,0,13,1,33,5,0,1
-55,10420,550,0,0,11,1,37,0,0,2
-56,10420,1135,0,0,14,0,38,0,0,2
-57,10420,1286,0,0,8,0,32,8,0,0
-58,10420,986,0,0,10,1,41,13,0,3
-59,10420,690,0,0,5,1,49,13,0,7
