y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-26,10420,224,0,0,3,4,13,15,0,4
-27,10420,224,0,0,6,0,13,21,0,4
-28,10420,192,0,0,6,0,4,18,0,4
-29,10420,177,0,0,6,5,10,12,0,0
-30,10420,179,0,0,0,5,16,12,0,2
-31,10420,196,0,0,0,0,12,6,0,2
-32,10420,244,0,0,0,0,6,0,0,2
-33,10420,260,0,0,1,0,12,0,0,9
-34,10420,294,0,0,1,1,12,0,0,11
-35,10420,322,0,0,1,2,12,0,0,4
-36,10420,336,0,0,1,1,0,0,0,3
-37,10420,389,0,0,0,0,0,0,0,1
-38,10420,481,0,0,6,0,12,6,0,1
-39,10420,559,0,0,14,1,18,6,0,4
-40,10420,461,0,0,14,1,18,6,0,3
-41,10420,221,0,0,12,1,26,0,0,7
-42,10420,49,0,0,6,6,40,0,0,7
-43,10420,0,0,0,6,5,40,10,0,11
-44,10420,0,0,0,6,0,40,10,0,8
-45,10420,0,0,0,0,0,30,6,0,6
-46,10420,0,0,0,4,0,18,8,0,2
-47,10420,0,0,0,4,0,13,17,0,2
-48,10420,0,0,0,4,2,28,17,0,2
-49,10420,0,0,0,4,3,22,9,0,0
-50,10420,0,0,0,9,3,26,9,0,0
-51,10420,0,0,0,9,3,44,9,0,0
-52,10420,0,0,0,6,1,39,6,0,0
-53,10420,0,0,0,6,0,39,6,0,0
-54,10420,0,0,0,5,0,15,6,0,7
-55,10420,0,0,0,3,0,34,6,0,12
-56,10420,0,0,0,10,0,40,10,0,10
-57,10420,0,0,0,7,0,38,4,0,10
-58,10420,21,0,0,6,1,54,9,0,10
-59,10420,77,0,0,8,1,64,9,0,7
